pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU11_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU24_r,AU25_r,AU26_r,AU28_r,AU43_r
-427.1008978481802,21.911764705882376,-16.85294117647061,-1.5585018643167443,-0.01982742968753392,-0.03569911267932397,84.5,154.0,84.86774842201379,169.5,151.5,84.86774842201379,0.6423628483739462,0.7327762126217758,"[[0.38915414 0.13160384 0.5039576  0.27415162 0.15658109 0.
  0.38161692 0.062036   0.         0.10712632 0.28135917 0.5135407
  0.52331495 0.         0.67156774 0.5956774  0.6998642  0.63398445
  0.59262687 0.8258933 ]]"
-428.01438850848416,21.79411764705884,-17.25,-1.5585018643167443,-0.01971575488502442,-0.03595572032059952,84.5,154.0,84.36116141658763,169.0,152.0,84.36116141658763,0.6442906077099094,0.7365677789465962,"[[0.38565347 0.1358187  0.6409136  0.27057797 0.15933235 0.
  0.37199605 0.02648639 1.         0.11144375 0.24352612 0.32529953
  0.51444256 0.         0.6438639  0.5503162  0.6285693  0.4341387
  0.4297928  0.8383368 ]]"
-428.3394293489636,22.073529411764696,-15.25,-1.562828367933375,-0.025275515065683252,-0.0364801591229497,84.5,153.5,84.36116141658763,169.0,151.5,84.36116141658763,0.6442906077099094,0.7349391778033355,"[[0.35444808 0.12481152 0.3666222  0.28542542 0.18954022 0.
  0.3098594  0.06482721 0.         0.14687502 0.238353   0.34820527
  0.4731179  0.         0.6549302  0.500111   0.78856725 0.61001414
  0.3896859  0.8570812 ]]"
-427.5864361023301,21.941176470588232,-15.235294117647072,-1.5668122841290437,-0.011172719438739298,-0.03621604207241159,84.5,153.5,84.69028541954765,169.5,151.5,84.69028541954765,0.643367231104862,0.7330025789972212,"[[0.40078217 0.13180274 0.47227633 0.27815476 0.19094951 0.
  0.3859295  0.00542513 1.         0.15033057 0.26281446 0.364693
  0.46193233 0.         0.5764249  0.41134596 0.89620495 0.4878317
  0.42680416 0.83312243]]"
-427.14599864452566,22.20588235294116,-14.54411764705884,-1.5590321636451379,-0.022280435029046846,-0.04193344587339902,84.5,153.0,84.94021590376245,169.5,151.0,84.94021590376245,0.6419534798574064,0.7299052776974033,"[[0.41661632 0.20908064 0.5106308  0.27104944 0.20799232 0.
  0.41684762 0.00497962 1.         0.2084428  0.17191234 0.41432378
  0.42349777 0.         0.55614626 0.2773912  0.7971791  0.73384875
  0.3148383  0.8652021 ]]"
-426.2536168272478,22.39705882352939,-15.04411764705884,-1.5554129250143014,-0.022218565326719057,-0.04891200614919467,84.0,152.0,85.59797829907484,170.0,150.5,85.59797829907484,0.6382581894921889,0.723618588510815,"[[0.31609607 0.15479593 0.6143377  0.2712114  0.19923273 0.
  0.3696276  0.06924107 1.         0.19817114 0.13001193 0.20761652
  0.37230018 0.         0.54250854 0.17057458 0.9788857  0.72820383
  0.34760296 0.80199814]]"
-425.3539365257708,23.70588235294116,-13.602941176470608,-1.5746277256714845,-0.030631084918630258,-0.05667682363203484,84.5,152.0,85.7678552838999,170.0,150.0,85.7678552838999,0.638250506903263,0.7218144178589656,"[[0.33151543 0.1913449  0.5242078  0.274428   0.21418813 0.
  0.42121112 0.08543032 0.         0.14079912 0.11008924 0.26442033
  0.3346234  0.         0.526025   0.13937144 0.94298524 0.933203
  0.42012563 0.8594107 ]]"
-424.45641240147194,23.95588235294116,-14.132352941176464,-1.5669795514358487,-0.03569911267932397,-0.0574905344833121,84.0,151.5,86.35846641888809,170.5,149.0,86.35846641888809,0.6349700391968957,0.715945860590861,"[[0.4429559  0.18202882 0.32756406 0.29660273 0.18234909 0.
  0.3587015  0.00820729 1.         0.14814039 0.12400033 0.22718492
  0.34738624 0.         0.4650812  0.1177886  0.9536775  0.90652394
  0.22369622 0.7323899 ]]"
-423.56614992170006,23.926470588235304,-14.764705882352928,-1.5633615195496984,-0.021914299529499814,-0.0422284021130019,84.5,151.0,86.93108701085526,171.5,149.0,86.93108701085526,0.6346203995215157,0.7118510329377374,"[[0.39057648 0.15259331 0.36075807 0.2967737  0.19910948 1.
  0.33408105 0.00471825 1.         0.13579252 0.13112307 0.24832293
  0.36493883 1.         0.5403083  0.07951993 0.97809887 0.8683349
  0.16486877 0.72460055]]"
-422.6779307282457,24.338235294117624,-15.176470588235304,-1.5596027644698374,-0.019175731485072175,-0.0283611877058717,84.0,150.5,87.18259892636578,171.5,148.5,87.18259892636578,0.6323093185065604,0.7087721066771602,"[[0.4020544  0.28409958 0.5046005  0.2756888  0.18284637 0.
  0.3591781  0.01527826 1.         0.1712838  0.16559508 0.26688004
  0.34643543 0.         0.48771685 0.08048216 0.9440893  0.9210678
  0.25158554 0.81956047]]"
